Title,Year,Genres,Rating,NumVotes
300,2006,"Action,Drama",7.6,735433
Bandidas,2006,"Action,Comedy,Crime",5.7,34217
Becoming Jane,2007,"Biography,Drama,Romance",7.0,58514
The Lizard,2004,"Comedy,Drama",8.5,14818
Must Love Dogs,2005,"Comedy,Romance",5.9,30736
Pledge This!,2006,Comedy,1.8,16798
Snakes on a Plane,2006,"Action,Adventure,Crime",5.4,132825
Two for the Money,2005,"Crime,Drama,Sport",6.3,43537
9th Company,2005,"Action,Drama,History",7.1,19860
Annapolis,2006,"Drama,Romance,Sport",5.9,20289
Factotum,2005,"Comedy,Drama,Romance",6.6,13900
Harry Potter and the Half-Blood Prince,2009,"Action,Adventure,Family",7.6,478362
Rory O'Shea Was Here,2004,"Comedy,Drama",7.8,14430
Transformers,2007,"Action,Adventure,Sci-Fi",7.0,597788
Will You Marry Me?,2004,"Comedy,Romance",6.7,13760
Adam's Apples,2005,"Comedy,Crime,Drama",7.8,45995
Dreamer,2005,"Drama,Family,Sport",6.8,12164
Flags of Our Fathers,2006,"Action,Adventure,Drama",7.1,117882
Jarhead,2005,"Action,Biography,Drama",7.0,176180
Junebug,2005,"Comedy,Drama",6.9,22205
Land of the Dead,2005,"Horror,Sci-Fi,Thriller",6.2,92016
Lie with Me,2005,"Drama,Romance",5.3,14414
Phir Hera Pheri,2006,"Comedy,Crime",6.9,18242
The Tiger and the Snow,2005,"Comedy,Drama,Romance",7.1,13512
The Three Burials of Melquiades Estrada,2005,"Adventure,Crime,Drama",7.4,38955
Dead Man's Shoes,2004,"Crime,Drama,Thriller",7.6,49952
Doom,2005,"Action,Horror,Sci-Fi",5.2,108034
Find Me Guilty,2006,"Biography,Comedy,Crime",7.0,33054
In the Land of Women,2007,"Comedy,Drama,Romance",6.4,30980
The Kite Runner,2007,Drama,7.6,77521
The Marine,2006,"Action,Comedy,Drama",4.7,32431
Mr. Woodcock,2007,"Comedy,Romance,Sport",5.1,35046
A Prairie Home Companion,2006,"Comedy,Drama,Music",6.7,21974
Summer Storm,2004,"Comedy,Drama,Romance",7.2,13412
Stranger Than Fiction,2006,"Comedy,Drama,Fantasy",7.5,219767
The Tale of Despereaux,2008,"Adventure,Animation,Comedy",6.1,35935
Three... Extremes,2004,Horror,7.0,18756
The Stanford Prison Experiment,2015,"Biography,Drama,History",6.9,37633
The Texas Chainsaw Massacre: The Beginning,2006,"Horror,Thriller",5.8,67955
Veer-Zaara,2004,"Drama,Family,Musical",7.8,49316
The Aura,2005,"Crime,Drama,Thriller",7.1,13456
Infamous,2006,"Biography,Crime,Drama",7.0,16309
Beyond the Gates,2005,"Drama,History,War",7.7,11074
Daniel the Wizard,2004,"Comedy,Crime,Fantasy",1.7,13857
Domino,2005,"Action,Biography,Crime",5.9,64875
Street Kings,2008,"Action,Crime,Drama",6.8,107519
Control,2007,"Biography,Drama,Music",7.7,61812
Gridiron Gang,2006,"Biography,Crime,Drama",6.9,57261
The Proposition,2005,"Crime,Drama,Western",7.3,50420
Red Eye,2005,Thriller,6.4,113412
The Curious Case of Benjamin Button,2008,"Drama,Fantasy,Romance",7.8,592872
Big Momma's House 2,2006,"Comedy,Crime",4.7,40828
Imagine Me & You,2005,"Comedy,Drama,Romance",6.8,30033
Dhoom,2004,"Action,Crime,Thriller",6.7,18348
Diary Of A Mad Black Woman,2005,"Comedy,Drama,Romance",5.8,13740
Fragile,2005,"Horror,Mystery,Thriller",6.1,15792
Fur: An Imaginary Portrait of Diane Arbus,2006,"Biography,Drama,Romance",6.5,15278
Hatchet,2006,"Comedy,Horror,Thriller",5.7,29100
Marie Antoinette,2006,"Biography,Drama,History",6.5,102336
Are We Done Yet?,2007,"Comedy,Family,Fantasy",4.3,19765
Sherrybaby,2006,Drama,6.6,11423
Surf's Up,2007,"Animation,Comedy,Family",6.7,69615
Tristram Shandy: A Cock and Bull Story,2005,Comedy,6.7,12405
3-Iron,2004,"Crime,Drama,Romance",8.0,50947
Charlie Bartlett,2007,"Comedy,Drama,Romance",7.0,63139
Flushed Away,2006,"Adventure,Animation,Comedy",6.6,114055
Hard Candy,2005,"Drama,Thriller",7.1,154088
Joyeux Noel,2005,"Drama,History,Music",7.7,28089
Turtles Can Fly,2004,"Drama,War",8.1,18298
Clerks II,2006,Comedy,7.3,130235
The Adventures of Sharkboy and Lavagirl 3-D,2005,"Action,Adventure,Comedy",3.6,33604
Balls of Fury,2007,"Comedy,Crime,Sport",5.3,40869
Candy,2006,"Drama,Romance",7.2,43612
Copying Beethoven,2006,"Biography,Drama,Music",6.8,13065
Employee of the Month,2006,"Comedy,Romance",5.5,45303
Get Smart,2008,"Action,Adventure,Comedy",6.5,204834
Hot Fuzz,2007,"Action,Comedy,Mystery",7.8,465606
Just Like Heaven,2005,"Comedy,Drama,Fantasy",6.7,99813
Lucky Number Slevin,2006,"Action,Crime,Drama",7.7,300167
Outsourced,2006,"Comedy,Drama,Romance",7.0,11342
Pardon,2005,"Comedy,Drama",8.2,19119
I'm the Angel of Death: Pusher III,2005,"Crime,Drama,Thriller",7.3,13902
"Run, Fat Boy, Run",2007,"Comedy,Romance,Sport",6.6,65739
The Messengers,2007,"Drama,Horror,Thriller",5.4,38397
Trailer Park Boys: The Movie,2006,"Comedy,Crime",7.2,12175
Red Cliff,2008,"Action,Adventure,Drama",7.4,43867
Feast,2005,"Action,Comedy,Horror",6.3,29780
Sophie Scholl: The Final Days,2005,"Biography,Crime,Drama",7.6,26562
Superhero Movie,2008,"Action,Comedy,Sci-Fi",4.5,63819
Alpha Dog,2006,"Biography,Crime,Drama",6.9,99467
August Rush,2007,"Drama,Music",7.5,103799
Dinner for Schmucks,2010,Comedy,5.9,101549
Failure to Launch,2006,"Comedy,Romance",5.6,75069
The Great Debaters,2007,"Biography,Drama,Romance",7.5,56145
Grizzly Man,2005,"Biography,Documentary",7.8,53548
Hairspray,2007,"Comedy,Drama,Musical",6.6,120235
The Invasion,2007,"Sci-Fi,Thriller",5.9,74799
The Lookout,2007,"Crime,Drama,Thriller",7.0,56755
The Method,2005,"Drama,Thriller",7.2,10467
Thank You for Smoking,2005,"Comedy,Drama",7.6,213427
The Protector,2005,"Action,Crime,Drama",7.1,35312
Hollywoodland,2006,"Biography,Crime,Drama",6.5,32927
March of the Penguins,2005,"Documentary,Family",7.5,56069
A Moment to Remember,2004,"Drama,Romance",8.2,22073
The A-Team,2010,"Action,Adventure,Thriller",6.7,246416
An American Haunting,2005,"Drama,History,Horror",5.1,24832
The Ant Bully,2006,"Adventure,Animation,Comedy",5.8,37157
Aquamarine,2006,"Comedy,Family,Fantasy",5.3,38183
The Business,2005,"Crime,Drama,Thriller",6.7,13576
Four Brothers,2005,"Action,Crime,Drama",6.8,135364
Little Man,2006,"Comedy,Crime",4.4,50808
Get Rich or Die Tryin',2005,"Biography,Crime,Drama",5.4,44265
Miami Vice,2006,"Action,Crime,Drama",6.0,110642
The Secret Life of Words,2005,"Drama,Romance",7.5,11990
Stick It,2006,"Comedy,Drama,Sport",6.4,26618
The Women,2008,"Comedy,Drama",5.0,20548
Basic Instinct 2,2006,"Drama,Mystery,Thriller",4.4,37506
Role Models,2008,Comedy,6.8,220772
The Possession,2012,"Horror,Mystery,Thriller",5.9,57173
The Kingdom,2007,"Action,Drama,Thriller",7.0,118196
P.S. I Love You,2007,"Comedy,Drama,Romance",7.0,200692
Resident Evil: Extinction,2007,"Action,Horror,Sci-Fi",6.3,184120
Sarkar,2005,"Action,Crime,Drama",7.6,15763
Fantastic Mr. Fox,2009,"Adventure,Animation,Comedy",7.9,201888
The Fog,2005,"Horror,Mystery",3.7,35143
Saw II,2005,"Horror,Mystery",6.6,233686
Factory Girl,2006,"Biography,Drama",6.5,20751
Krrish,2006,"Action,Adventure,Sci-Fi",6.4,18503
Real Steel,2011,"Action,Drama,Sci-Fi",7.1,299264
Daybreakers,2009,"Action,Adventure,Fantasy",6.4,122443
"Good Night, and Good Luck.",2005,"Biography,Drama,History",7.4,94365
The Grudge 2,2006,"Horror,Thriller",5.1,47371
Harsh Times,2005,"Action,Crime,Drama",6.9,63246
Just Friends,2005,"Comedy,Romance",6.2,107314
Material Girls,2006,"Comedy,Family,Romance",4.0,21527
The Namesake,2006,Drama,7.5,19485
The Return,2006,"Horror,Mystery,Thriller",4.7,11484
Kinky Boots,2005,"Comedy,Drama,Music",7.1,18416
The Last Kiss,2006,"Comedy,Drama,Romance",6.4,40898
V for Vendetta,2005,"Action,Drama,Sci-Fi",8.2,1037895
Conversations with Other Women,2005,"Comedy,Drama,Romance",7.0,12082
The Descent,2005,"Adventure,Horror,Thriller",7.2,202488
The Giver,2014,"Drama,Romance,Sci-Fi",6.5,112443
The Invisible,2007,"Crime,Drama,Fantasy",6.2,34747
Keith,2008,"Drama,Romance",7.4,35291
Kidulthood,2006,"Crime,Drama,Romance",6.8,17939
Next,2007,"Action,Sci-Fi,Thriller",6.2,150162
Toy Story 3,2010,"Adventure,Animation,Comedy",8.2,761354
The Aristocrats,2005,"Comedy,Documentary",6.4,16014
Friends with Money,2006,"Comedy,Drama,Romance",5.7,27795
G-Force,2009,"Action,Adventure,Animation",5.1,43017
The Queen,2006,"Biography,Drama,History",7.3,104594
Alita: Battle Angel,2019,"Action,Adventure,Sci-Fi",7.3,230820
See No Evil,2006,"Action,Horror,Thriller",5.1,25995
Paper Man,2009,"Comedy,Drama",6.6,18362
Something New,2006,"Comedy,Drama,Romance",6.7,12751
Akeelah and the Bee,2006,"Drama,Family",7.3,18614
Behind the Mask: The Rise of Leslie Vernon,2006,"Comedy,Horror,Thriller",6.7,21881
The Benchwarmers,2006,"Comedy,Sport",5.5,48386
Ice Age: The Meltdown,2006,"Adventure,Animation,Comedy",6.8,258126
Peaceful Warrior,2006,"Drama,Romance,Sport",7.3,26782
Terminator Salvation,2009,"Action,Sci-Fi",6.5,344589
Goodbye Bafana,2007,"Biography,Drama,History",7.1,11637
Running with Scissors,2006,"Comedy,Drama",6.2,21923
Fanaa,2006,"Drama,Romance",7.2,31008
Slither,2006,"Comedy,Horror,Sci-Fi",6.5,74899
Shutter,2004,"Horror,Mystery,Thriller",7.1,41477
The Bourne Ultimatum,2007,"Action,Mystery,Thriller",8.0,606294
Dhoom 2,2006,"Action,Crime,Thriller",6.5,24022
Kung Fu Panda,2008,"Action,Adventure,Animation",7.5,422174
Lonely Hearts,2006,"Biography,Crime,Drama",6.4,20240
Stay Alive,2006,"Fantasy,Horror,Mystery",5.1,30525
Volver,2006,"Comedy,Drama",7.6,95288
Beowulf,2007,"Action,Adventure,Animation",6.2,161977
Lincoln,2012,"Biography,Drama,History",7.3,246020
Vantage Point,2008,"Action,Crime,Drama",6.6,144975
"Yours, Mine & Ours",2005,"Comedy,Family,Fantasy",5.5,26789
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,7.3,379989
Breaking and Entering,2006,"Crime,Drama,Romance",6.5,21859
Before We Go,2014,"Comedy,Drama,Romance",6.8,52695
The Condemned,2007,"Action,Crime,Thriller",6.0,50357
Dreamgirls,2006,"Drama,Music,Musical",6.5,69273
Edmond,2005,"Drama,Thriller",6.2,11357
Hoodwinked,2005,"Animation,Comedy,Crime",6.4,56745
The Illusionist,2006,"Drama,Fantasy,Mystery",7.6,355762
Killshot,2008,"Action,Crime,Drama",6.0,20426
The Sentinel,2006,"Action,Crime,Thriller",6.1,48026
"10,000 BC",2008,"Action,Adventure,Drama",5.1,125997
The Assassination of Jesse James by the Coward Robert Ford,2007,"Biography,Crime,Drama",7.5,170198
The X Files: I Want to Believe,2008,"Crime,Drama,Horror",5.9,88794
Zodiac,2007,"Crime,Drama,Mystery",7.7,470944
Days of Glory,2006,"Action,Drama,War",7.0,14019
Keeping Mum,2005,"Comedy,Crime",6.8,33153
The Reaping,2007,"Horror,Thriller",5.6,41968
"You, the Living",2007,"Comedy,Drama,Music",7.5,14498
Paradise Now,2005,"Crime,Drama,Thriller",7.4,22417
Across the Universe,2007,"Drama,Fantasy,History",7.3,106329
Blades of Glory,2007,"Comedy,Sport",6.3,158621
Bordertown,2007,"Crime,Mystery,Thriller",6.1,10181
The Contract,2006,"Action,Crime,Drama",5.6,23504
Invincible,2006,"Biography,Drama,Sport",7.1,66594
Pathfinder,2007,"Action,Adventure,Drama",5.4,42759
Scott Pilgrim vs. the World,2010,"Action,Comedy,Fantasy",7.5,381887
Take the Lead,2006,"Drama,Music",6.6,24840
Fearless,2006,"Action,Biography,Drama",7.6,73023
Driving Lessons,2006,"Comedy,Drama",6.7,10583
The Painted Veil,2006,"Drama,Romance",7.5,89281
Knowing,2009,"Action,Drama,Sci-Fi",6.2,221472
The Night Listener,2006,"Crime,Drama,Horror",5.9,14726
Shazam!,2019,"Action,Adventure,Comedy",7.0,259473
Snow Cake,2006,"Drama,Romance",7.5,12275
Sunshine,2007,"Sci-Fi,Thriller",7.2,234534
Hancock,2008,"Action,Drama,Fantasy",6.4,446380
Puss in Boots,2011,"Action,Adventure,Animation",6.6,145176
Eragon,2006,"Action,Adventure,Family",5.1,122233
Little Miss Sunshine,2006,"Comedy,Drama",7.8,441876
London,2005,"Drama,Romance",6.5,22385
Dominion,2005,"Drama,Horror,Thriller",5.2,10630
Pirates of the Caribbean: At World's End,2007,"Action,Adventure,Fantasy",7.1,598156
RV,2006,"Adventure,Comedy,Family",5.5,56684
Babel,2006,Drama,7.4,290442
Passengers,2008,"Romance,Thriller",5.9,34774
Ghajini,2005,"Action,Drama,Mystery",7.5,13376
Jodhaa Akbar,2008,"Action,Drama,History",7.6,30050
Kabhi Alvida Naa Kehna,2006,"Drama,Romance",6.1,18411
La Vie En Rose,2007,"Biography,Drama,Music",7.6,83082
16 Blocks,2006,"Action,Crime,Drama",6.6,126419
Blood Diamond,2006,"Adventure,Drama,Thriller",8.0,502067
Hostel,2005,Horror,5.9,170310
Punisher: War Zone,2008,"Action,Crime,Drama",5.9,60277
Blood Creek,2009,"Action,Fantasy,Horror",5.3,11567
Unknown,2006,"Crime,Drama,Mystery",6.5,29330
The Wicker Man,2006,"Horror,Mystery,Thriller",3.7,64443
1408,2007,"Fantasy,Horror,Mystery",6.8,256222
Cirque du Freak: The Vampire's Assistant,2009,"Action,Adventure,Fantasy",5.8,43418
Horton Hears a Who!,2008,"Adventure,Animation,Comedy",6.8,130218
Lady Vengeance,2005,"Crime,Drama,Thriller",7.6,72411
Wonder Woman,2017,"Action,Adventure,Fantasy",7.4,573575
No Entry,2005,"Comedy,Drama,Musical",6.6,10728
Riddle,2005,"Comedy,Drama,Fantasy",6.5,12537
The Break-Up,2006,"Comedy,Drama,Romance",5.8,126027
Cheaper by the Dozen 2,2005,"Adventure,Comedy,Family",5.5,55074
Death Race,2008,"Action,Sci-Fi,Thriller",6.4,198381
Gone Baby Gone,2007,"Crime,Drama,Mystery",7.6,251877
The Good German,2006,"Drama,Mystery,Romance",6.0,24051
Good Luck Chuck,2007,"Comedy,Romance",5.6,85993
Lady in the Water,2006,"Drama,Fantasy,Mystery",5.5,95037
Love and Other Disasters,2006,"Comedy,Drama,Romance",6.2,13754
The Santa Clause 3: The Escape Clause,2006,"Adventure,Comedy,Family",4.8,33778
The Time Traveler's Wife,2009,"Drama,Fantasy,Romance",7.1,141035
Vacancy,2007,"Horror,Thriller",6.2,94714
Mr. Bean's Holiday,2007,"Comedy,Family",6.4,116518
Deja Vu,2006,"Action,Crime,Sci-Fi",7.1,294462
Snow Angels,2007,"Crime,Drama,Romance",6.8,12319
TMNT,2007,"Action,Adventure,Animation",6.2,61491
42,2013,"Biography,Drama,Sport",7.5,87176
Garam Masala,2005,"Comedy,Romance",6.7,14012
Iqbal,2005,"Drama,Sport",8.1,15933
Black Christmas,2006,Horror,4.6,25130
Blind Dating,2006,"Comedy,Romance",6.1,11814
Amazing Grace,2006,"Biography,Drama,History",7.4,23956
Flyboys,2006,"Action,Drama,History",6.5,41326
The Hills Have Eyes,2006,"Action,Adventure,Horror",6.4,159209
Inside Man,2006,"Crime,Drama,Mystery",7.6,342218
Life of Pi,2012,"Adventure,Drama,Fantasy",7.9,583593
Pulse,2006,"Horror,Sci-Fi,Thriller",4.8,28079
The Pursuit of Happyness,2006,"Biography,Drama",8.0,452017
She's the Man,2006,"Comedy,Romance,Sport",6.3,146347
Turistas,2006,"Horror,Mystery,Thriller",5.4,36396
Let's Go to Prison,2006,"Comedy,Crime",6.0,23550
Being Flynn,2012,Drama,6.4,16610
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"Action,Adventure,Animation",6.7,13370
The Breed,2006,"Action,Comedy,Horror",5.1,12554
The Crazies,2010,"Adventure,Fantasy,Horror",6.5,111986
Garfield: A Tail of Two Kitties,2006,"Adventure,Animation,Comedy",5.0,39399
How to Lose Friends & Alienate People,2008,"Biography,Comedy,Drama",6.4,67869
The Last King of Scotland,2006,"Biography,Drama,History",7.7,176134
The Librarian: Return to King Solomon's Mines,2006,"Action,Adventure,Comedy",6.3,13448
Madea's Family Reunion,2006,"Comedy,Drama,Romance",5.3,10629
Dead Silence,2007,"Horror,Mystery,Thriller",6.2,86187
The Hunting Party,2007,"Adventure,Comedy,Drama",6.8,24668
Australia,2008,"Adventure,Comedy,Drama",6.6,119550
When a Stranger Calls,2006,"Horror,Thriller",5.1,43375
The Equalizer,2014,"Action,Crime,Thriller",7.2,336163
Goya's Ghosts,2006,"Biography,Drama,History",6.9,29502
The Hitcher,2007,"Crime,Thriller",5.6,40766
John Tucker Must Die,2006,"Comedy,Romance",5.8,80009
"Carry On, Munna Bhai",2006,"Comedy,Drama,Romance",8.1,43309
The Death of Mr. Lazarescu,2005,"Comedy,Drama",7.9,13918
The Child,2005,"Crime,Drama,Romance",7.5,17863
The Bow,2005,"Drama,Romance",7.1,10771
Grandma's Boy,2006,Comedy,7.0,77801
A Bittersweet Life,2005,"Action,Crime,Drama",7.6,36754
Altered,2006,"Horror,Sci-Fi,Thriller",5.6,10030
The Butterfly Effect 2,2006,"Drama,Sci-Fi,Thriller",4.5,34519
Land of the Lost,2009,"Action,Adventure,Comedy",5.3,66692
Mr. Magorium's Wonder Emporium,2007,"Comedy,Family,Fantasy",6.2,42897
Pan's Labyrinth,2006,"Drama,Fantasy,War",8.2,621688
Perfect Stranger,2007,"Crime,Mystery,Thriller",5.7,45260
Stormbreaker,2006,"Action,Adventure,Family",5.1,23625
Nacho Libre,2006,"Comedy,Family,Sport",5.8,81787
Scoop,2006,"Comedy,Crime,Fantasy",6.6,81065
Fido,2006,"Comedy,Drama,Horror",6.7,28205
After the Wedding,2006,Drama,7.7,32162
The Holiday,2006,"Comedy,Romance",6.9,253191
Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,746045
The Devil Wears Prada,2006,"Comedy,Drama",6.9,374081
The Ex,2006,"Comedy,Romance",5.5,16826
Right at Your Door,2006,"Drama,Sci-Fi,Thriller",6.1,13169
A Long Way Down,2014,"Comedy,Drama",6.4,31213
Frank Miller's Sin City: A Dame to Kill For,2014,"Action,Crime,Thriller",6.5,153185
X-Men Origins: Wolverine,2009,"Action,Sci-Fi",6.6,469482
Cashback,2006,"Comedy,Drama,Romance",7.2,83055
Chaos Theory,2008,"Comedy,Drama,Romance",6.6,31626
In the Name of the King: A Dungeon Siege Tale,2007,"Action,Adventure,Fantasy",3.8,44519
The Fall,2006,"Adventure,Drama,Fantasy",7.9,107601
Fast Food Nation,2006,"Comedy,Drama",6.3,23338
The Great Buck Howard,2008,"Adventure,Comedy,Drama",6.4,13577
Inland Empire,2006,"Drama,Fantasy,Mystery",6.9,53789
The Only Living Boy in New York,2017,Drama,6.3,12126
The Wind that Shakes the Barley,2006,"Drama,War",7.5,46912
Skinwalkers,2006,"Action,Fantasy,Horror",4.6,12965
Enchanted,2007,"Animation,Comedy,Family",7.0,177577
Don,2006,"Action,Crime,Thriller",7.2,34490
Black Snake Moan,2006,"Drama,Music",6.9,61250
Code Name: The Cleaner,2007,"Action,Comedy,Crime",4.6,11259
Daddy Day Camp,2007,"Comedy,Family",3.1,15765
Grindhouse,2007,"Action,Horror,Thriller",7.5,178319
High-Rise,2015,"Drama,Sci-Fi",5.6,38362
The Hoax,2006,"Biography,Comedy,Drama",6.6,16048
The Last Legion,2007,"Action,Adventure,War",5.4,34288
Outlander,2008,"Action,Adventure,Sci-Fi",6.2,72045
Rambo,2008,"Action,Thriller",7.0,218806
Rescue Dawn,2006,"Action,Biography,Drama",7.3,101437
School for Scoundrels,2006,Comedy,5.9,28807
The Simpsons Movie,2007,"Adventure,Animation,Comedy",7.3,309835
Step Up,2006,"Crime,Drama,Music",6.5,111168
"You, Me and Dupree",2006,"Comedy,Romance",5.6,78600
28 Weeks Later,2007,"Drama,Horror,Sci-Fi",7.0,259463
Asterix at the Olympic Games,2008,"Adventure,Comedy,Family",5.2,27921
The Fast and the Furious: Tokyo Drift,2006,"Action,Crime,Thriller",6.0,243762
Freedom Writers,2007,"Biography,Crime,Drama",7.6,70746
The Lazarus Project,2008,"Drama,Mystery,Thriller",6.1,17065
The History Boys,2006,"Comedy,Drama,Romance",6.8,20281
The Orphanage,2007,"Drama,Fantasy,Horror",7.4,147367
Piranha 3D,2010,"Comedy,Fantasy,Horror",5.4,86096
Severance,2006,"Comedy,Horror,Thriller",6.5,36706
"OSS 117: Cairo, Nest of Spies",2006,"Action,Adventure,Comedy",7.1,18673
American Dreamz,2006,"Comedy,Music",5.4,24285
Them,2006,"Horror,Thriller",6.4,29132
National Treasure: Book of Secrets,2007,"Action,Adventure,Mystery",6.5,219627
The Cottage,2008,"Comedy,Crime,Horror",6.1,11939
December Boys,2007,"Drama,Romance",6.5,11675
Hitman,2007,"Action,Crime,Thriller",6.3,161269
Igor,2008,"Animation,Comedy,Family",6.0,22424
Michael Clayton,2007,"Crime,Drama,Mystery",7.2,156916
Notes on a Scandal,2006,"Crime,Drama,Romance",7.4,74837
Push,2009,"Action,Sci-Fi,Thriller",6.1,106165
Shoot 'Em Up,2007,"Action,Thriller",6.7,144579
My Super Ex-Girlfriend,2006,"Comedy,Romance,Sci-Fi",5.1,61883
Date Movie,2006,"Comedy,Romance",2.8,57362
Khosla's Nest,2006,"Comedy,Crime,Drama",8.3,22334
Hallam Foe,2007,"Drama,Mystery,Romance",7.0,12242
I Could Never Be Your Woman,2007,"Comedy,Drama,Romance",6.0,17081
ATL,2006,"Comedy,Crime,Drama",6.1,10716
Margaret,2011,Drama,6.5,16155
The Omen,2006,"Action,Adventure,Fantasy",5.5,56406
Underdog,2007,"Action,Adventure,Comedy",4.7,19747
Max Payne,2008,"Action,Crime,Drama",5.4,122153
The Other Boleyn Girl,2008,"Biography,Drama,History",6.7,105187
Juno,2007,"Comedy,Drama",7.4,492634
The Road to Guantanamo,2006,"Drama,War",7.4,11101
Half Nelson,2006,Drama,7.2,84420
The Host,2006,"Action,Drama,Horror",7.1,108445
Tsotsi,2005,"Crime,Drama",7.2,27760
The Dark Knight,2008,"Action,Crime,Drama",9.0,2318379
Alan Partridge,2013,"Action,Comedy,Crime",6.9,29858
The Astronaut Farmer,2006,"Adventure,Drama,Sci-Fi",6.3,22136
There Will Be Blood,2007,Drama,8.2,521689
Things We Lost in the Fire,2007,Drama,7.2,27725
World Trade Center,2006,"Drama,History,Thriller",5.9,77878
The Boss of It All,2006,Comedy,6.7,11096
The Express,2008,"Biography,Drama,Sport",7.3,19992
Open Water 2: Adrift,2006,"Adventure,Drama,Horror",5.2,17752
Bug,2006,"Drama,Horror,Thriller",6.1,33138
Ex Machina,2014,"Drama,Sci-Fi,Thriller",7.7,477168
For Your Consideration,2006,Comedy,6.3,14033
Magic Carpet Ride,2005,"Comedy,Drama",7.4,30989
Red Road,2006,"Drama,Mystery,Thriller",6.8,12338
The Tournament,2009,"Action,Thriller",6.1,34118
Tower Heist,2011,"Action,Comedy,Crime",6.2,134774
Athadu,2005,"Action,Thriller",8.2,12150
9,2009,"Action,Adventure,Animation",7.1,133874
Apocalypto,2006,"Action,Adventure,Drama",7.8,292203
Charlie Wilson's War,2007,"Biography,Comedy,Drama",7.0,111175
Penelope,2006,"Comedy,Fantasy,Romance",6.7,60321
The Smurfs,2011,"Adventure,Animation,Comedy",5.4,84267
Notorious,2009,"Biography,Crime,Drama",6.7,41140
The Mechanic,2011,"Action,Crime,Thriller",6.6,151388
Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",6.6,272677
Bobby Z,2007,"Action,Crime,Thriller",5.9,14097
Waitress,2007,"Comedy,Drama,Romance",7.0,43758
The Flock,2007,"Crime,Drama,Mystery",5.7,10975
Goal II: Living the Dream,2007,"Adventure,Drama,Sport",5.9,31524
Jaane Tu,2008,"Comedy,Drama,Romance",7.5,25502
Curse of the Golden Flower,2006,"Action,Drama,History",7.0,42387
A Guide to Recognizing Your Saints,2006,"Crime,Drama",7.0,25022
State of Play,2009,"Crime,Drama,Mystery",7.1,139830
Angel-A,2005,"Comedy,Drama,Fantasy",7.1,32153
13 Tzameti,2005,"Crime,Drama,Horror",7.4,16804
United 93,2006,"Action,Drama,History",7.5,98737
"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,124946
High School Musical,2006,"Comedy,Drama,Family",5.4,81520
Smokin' Aces,2006,"Action,Comedy,Crime",6.7,138708
Shinobi: Heart Under Blade,2005,"Action,Drama,Fantasy",6.9,12202
The Abandoned,2006,"Horror,Mystery,Thriller",5.5,12464
The Covenant,2006,"Action,Adventure,Fantasy",5.3,46981
My Father and My Son,2005,"Drama,Family",8.3,79605
Amusement,2008,"Crime,Horror,Mystery",4.9,11166
The Brave One,2007,"Action,Crime,Drama",6.7,58586
Norbit,2007,"Comedy,Romance",4.1,69095
Premonition,2007,"Drama,Fantasy,Mystery",5.9,72931
Rocket Science,2007,"Comedy,Drama",6.6,12918
Unstoppable,2010,"Action,Thriller",6.8,185725
Starter for 10,2006,"Comedy,Drama,Romance",6.7,22171
Wristcutters: A Love Story,2006,"Comedy,Drama,Fantasy",7.3,53921
Extremely Loud & Incredibly Close,2011,"Adventure,Drama,Mystery",6.9,98127
Night at the Museum,2006,"Adventure,Comedy,Family",6.4,316291
No Country for Old Men,2007,"Crime,Drama,Thriller",8.1,863340
Kill Zone,2005,"Action,Crime,Thriller",7.0,11486
21,2008,"Crime,Drama,History",6.8,230701
In the Valley of Elah,2007,"Crime,Drama,Mystery",7.1,69092
Metal: A Headbanger's Journey,2005,"Documentary,Music",8.1,11727
The Tree of Life,2011,"Drama,Fantasy",6.8,168495
Knocked Up,2007,"Comedy,Romance",6.9,351917
Ant-Man,2015,"Action,Adventure,Comedy",7.3,575255
Rocky Balboa,2006,"Action,Drama,Sport",7.1,205048
Nancy Drew,2007,"Comedy,Crime,Family",5.9,19494
Rogue,2007,"Action,Adventure,Drama",6.2,28133
Seraphim Falls,2006,"Action,Drama,Thriller",6.7,29795
Bon Cop Bad Cop,2006,"Action,Comedy,Crime",6.8,12060
Sivaji,2007,"Action,Drama,Thriller",7.5,17977
Crank,2006,"Action,Crime,Thriller",6.9,235050
Madagascar: Escape 2 Africa,2008,"Adventure,Animation,Comedy",6.6,206947
One Missed Call,2008,"Horror,Mystery",4.0,30955
Season of the Witch,2011,"Action,Adventure,Fantasy",5.4,90635
This Is England,2006,"Crime,Drama",7.7,116008
Atlas Shrugged: Part I,2011,"Drama,Mystery,Sci-Fi",5.6,13162
Dan in Real Life,2007,"Comedy,Drama,Romance",6.7,97915
I Am Legend,2007,"Action,Adventure,Drama",7.2,690160
The Losers,2010,"Action,Adventure,Crime",6.3,92000
Interview,2007,Drama,6.8,13303
Van Wilder 2: The Rise of Taj,2006,"Comedy,Romance",4.9,22302
Timecrimes,2007,"Horror,Mystery,Sci-Fi",7.2,58807
Hall Pass,2011,"Comedy,Romance",5.8,120237
